customer_id,age,gender,marital_status,education,occupation,state,employment_status,annual_income,customer_since,customer_segment,risk_profile,account_type,average_balance,monthly_expenses,monthly_savings,emi,loan_amount,credit_score,debt_to_income_ratio,number_of_accounts,digital_banking_usage,mobile_app_usage,atm_transactions,online_transactions,salary_account,savings_account,credit_card,personal_loan,home_loan,car_loan,gold_loan,fixed_deposit,recurring_deposit,mutual_fund,insurance,demat_account,forex_card,travel_card,total_amount,total_transactions,avg_amount,max_amount,min_amount,annual_income_log,monthly_income_log,monthly_expenses_log,average_balance_log,loan_amount_log,total_amount_log,product_count,has_loan
CUST104142,22.0,Female,Single,Doctorate,Salaried - Government,Karnataka,Employed,890616.92,4.0,Young Professionals,Medium,Salary,123583.85,33905.02,39699.24,0.0,0.0,623.0,0.02,2.0,87.0,100.0,11.0,26.0,True,True,True,False,False,False,True,True,True,False,False,True,True,True,1804566.52,35,51559.04342857143,77893.97,535.89,13.69967079293387,11.214776538957057,10.431347858723825,11.724683243677532,0.0,14.405831519932153,9,0
CUST101077,67.0,Female,Widowed,Graduate,Retired,Odisha,Retired,453874.82,19.0,,Low,Savings,87697.71,19756.76,16831.89,0.0,0.0,693.0,0.0,1.0,34.0,8.0,21.0,7.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,15547.13,12,1295.5941666666668,6434.23,277.42,13.025578915379835,10.540696456938248,9.891301604552204,11.38166246901606,0.0,9.651695653141173,3,0
CUST100315,39.0,Female,Single,Graduate,,Maharashtra,,1703302.64,14.0,Business Owners,Medium,Salary,71236.16,87318.58,7919.48,52925.8,4026694.4,653.0,0.35,2.0,79.0,65.0,16.0,31.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False,3737247.61,36,103812.4336111111,148241.23,1264.49,14.348080240874507,11.863180072587493,11.377330000757672,11.173769871364714,15.208456597538964,15.133860232880458,4,1
CUST104004,38.0,Male,Widowed,High School,Self Employed,Bihar,Self Employed,622696.62,3.0,Business Owners,Medium,Savings,48052.74,20684.13,10200.64,20358.53,1102538.35,552.0,0.42,2.0,81.0,,8.0,32.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,204551.11,17,12032.41823529412,79953.89,961.94,13.34181631878804,10.856927430272004,9.937170363623164,10.780075246957336,13.913126577276184,12.228578038630667,3,1
CUST103646,30.0,,Widowed,Graduate,Freelancer,Rajasthan,,772458.36,3.0,Young Professionals,Medium,,236174.84,28504.66,17826.97,18346.36,585149.49,649.0,0.28,4.0,73.0,91.0,13.0,32.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,23541.57,13,1810.89,10176.03,496.77,13.557334677955927,11.072442268297893,10.257857943030297,12.372331891315671,13.279624340994683,10.066565550725874,3,1
CUST101230,22.0,Male,Single,Graduate,Salaried - Private,Telangana,Employed,528186.2,3.0,Young Professionals,Medium,Fixed Deposit Linked,142269.6,18865.43,25335.75,0.0,0.0,593.0,0.0,2.0,70.0,93.0,12.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4934.15,6,822.3583333333333,1893.36,279.19,13.177206045306557,10.692320296980432,9.845139431274875,11.86548615696956,0.0,8.504138346542437,0,0
CUST100588,33.0,Female,,Post Graduate,Unemployed,Tamil Nadu,Not Employed,52656.01,10.0,Young Professionals,Low,Savings,15681.23,1717.25,2627.08,0.0,0.0,549.0,0.0,4.0,62.0,79.0,8.0,26.0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,16122.97,12,1343.5808333333334,13369.84,72.4,10.871554652099135,8.386856689688234,7.449061610001714,9.660283503179935,0.0,9.688062263654825,3,0
CUST101302,43.0,Female,Widowed,Diploma,Unemployed,Delhi,Not Employed,19962.14,5.0,Business Owners,Low,Salary,1238.47,1500.0,219.7,0.0,0.0,543.0,0.01,2.0,77.0,44.0,13.0,13.0,True,False,True,False,False,False,False,True,False,False,True,False,True,True,157164.89,39,4029.8689743589744,41274.54,150.62,9.901642852122064,7.417286064807186,7.313886831633462,7.122439147874555,0.0,11.965057150699826,6,0
CUST100362,41.0,Male,Widowed,Graduate,Salaried - Private,Chhattisgarh,Employed,2861576.19,4.0,Business Owners,High,Salary,110976.56,172472.04,-47248.37,110069.34,5992222.75,621.0,0.42,4.0,73.0,53.0,5.0,19.0,True,True,True,False,False,False,False,False,True,False,False,False,False,False,6636722.98,37,179370.89135135134,438783.33,3325.51,14.866883495830038,12.381980679584956,12.057996213383946,11.617083297694785,15.605973144937291,15.708129023196356,4,1
CUST103526,69.0,Female,Widowed,Post Graduate,Homemaker,Madhya Pradesh,Not Employed,58742.39,10.0,,Low,Savings,9194.58,2164.6,2772.96,0.0,0.0,629.0,0.0,2.0,29.0,20.0,12.0,13.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,5886.55,21,280.3119047619048,559.59,51.2,10.98093391503831,8.496214673031039,7.680452738300091,9.126478212808756,0.0,8.680595230857614,3,0
CUST103043,,Male,,Graduate,Student,Kerala,Not Employed,129269.27,2.0,Students,Medium,,24192.44,6988.31,3926.96,0.0,0.0,580.0,0.0,3.0,74.0,96.0,17.0,36.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,881.13,12,73.4275,164.9,50.0,11.769660607927472,9.284839124908007,8.852137117909109,10.093836801017313,0.0,6.782339437435865,0,0
CUST103352,42.0,Male,Widowed,Diploma,Self Employed,Kerala,Self Employed,2979840.36,18.0,Business Owners,High,Fixed Deposit Linked,778658.43,171564.37,85132.78,0.0,0.0,631.0,0.0,3.0,67.0,,13.0,24.0,False,True,False,False,False,False,True,True,True,True,True,True,False,True,487739.2,13,37518.4,168189.95,2565.8,14.907380622165231,12.4224776638421,12.052719639143515,13.565329040554575,0.0,13.097538166023126,8,0
CUST104398,37.0,Female,Married,Post Graduate,Self Employed,Uttarakhand,Self Employed,3048757.29,19.0,High Net Worth Individuals,High,Current,134157.57,182338.0,-27229.68,96370.59,6345208.16,577.0,0.37,1.0,60.0,73.0,11.0,29.0,False,True,False,False,True,False,True,False,True,True,True,False,False,False,282945.49,19,14891.867894736844,28920.95,3863.12,14.930244947655762,12.445341915727559,12.113622870863681,11.806777737525556,15.663210623126314,12.553013077475173,6,1
CUST102462,30.0,Male,Widowed,Graduate,Freelancer,,Self Employed,344872.85,12.0,Young Professionals,Medium,Savings,29399.59,21352.37,4024.87,4087.49,220706.79,595.0,0.1,2.0,73.0,89.0,11.0,31.0,False,True,False,True,False,False,False,False,True,False,True,False,False,False,1392.01,2,696.005,839.35,552.66,12.750933976972528,10.266059077420644,9.968964851633746,10.288770021152624,12.304594888404875,7.239222152504936,4,1
CUST100073,29.0,Female,Single,Post Graduate,Salaried - Government,,Employed,1267084.48,3.0,Young Professionals,,Salary,166347.9,70098.26,,0.0,0.0,747.0,0.0,1.0,85.0,83.0,7.0,44.0,True,True,True,False,False,True,False,True,False,True,False,False,True,True,2565769.12,34,75463.79764705882,109693.26,586.49,14.052229923483713,11.567331923429904,11.157667516618888,12.021842668860888,0.0,14.757769233238882,8,0
CUST100644,40.0,Male,Married,Graduate,Salaried - Private,Maharashtra,Employed,969180.57,10.0,Business Owners,Medium,Salary,119207.75,59597.44,22261.92,0.0,0.0,630.0,,2.0,80.0,79.0,8.0,35.0,True,True,True,True,True,False,False,True,False,True,False,False,False,False,2110035.54,36,58612.098333333335,84512.46,875.32,13.78420725206067,11.299311982944339,10.995384678214238,11.688631436959563,0.0,14.562215822837848,7,0
CUST101283,,Male,Widowed,Graduate,Salaried - Private,Madhya Pradesh,Employed,2229451.13,1.0,Young Professionals,High,Salary,412168.65,73755.58,113253.77,0.0,0.0,620.0,0.0,2.0,69.0,82.0,9.0,21.0,False,True,False,True,True,True,False,False,False,True,True,True,True,True,2298781.07,26,88414.65653846154,194555.73,1234.52,14.61726643163728,12.13236469335779,11.208525490561152,12.929190315421563,0.0,14.647890005863712,9,0
CUST103971,43.0,Male,Widowed,High School,Salaried - Private,Kerala,Employed,2048016.29,3.0,Business Owners,High,Savings,325691.69,88141.72,79756.14,0.0,0.0,661.0,0.0,2.0,69.0,78.0,6.0,24.0,False,True,True,False,True,True,True,False,False,False,True,True,True,True,477454.07,10,47745.407,241956.01,3684.27,14.532382707488711,12.047481404320967,11.38671259791528,12.693709547045614,0.0,13.076225340234943,9,0
CUST102639,39.0,Female,Divorced,Post Graduate,Salaried - Private,Gujarat,Employed,1009347.13,10.0,Business Owners,Medium,Fixed Deposit Linked,279830.34,39455.46,22116.05,21972.69,1208709.21,585.0,0.24,2.0,64.0,70.0,8.0,31.0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,287304.14,20,14365.207,124109.8,1215.97,13.824815264605391,11.339919502973661,10.582953064452477,12.541942343518581,14.005064406903788,12.568300135513923,4,1
CUST102921,30.0,Male,Single,Post Graduate,Business Owner,Jharkhand,Self Employed,10909981.63,,High Net Worth Individuals,High,Fixed Deposit Linked,625444.75,,-4567316.29,4792918.38,49822366.663499914,433.0,1.5,2.0,81.0,84.0,10.0,26.0,False,True,False,False,False,False,False,True,True,True,False,False,True,False,1588713.88,19,83616.52,486184.23,6422.66,16.205188765690664,13.720283128736027,,13.346219874512277,17.72397459102675,14.278435995812677,5,1
CUST100293,22.0,Female,Widowed,,Salaried - Private,Rajasthan,Employed,2154486.29,4.0,Young Professionals,High,Savings,161748.2,114664.66,39336.75,23538.57,1568187.94,605.0,0.15,4.0,88.0,100.0,13.0,36.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,67896.32,21,3233.158095238095,7696.35,750.57,14.583063336740054,12.098161769354824,11.649775868579122,11.993802266446743,14.265431970082235,11.125751842959293,2,1
CUST101807,39.0,Male,Married,Graduate,Salaried - Private,Madhya Pradesh,Employed,763901.34,16.0,Business Owners,Medium,Fixed Deposit Linked,271168.02,31590.75,30525.09,0.0,0.0,596.0,0.03,4.0,72.0,65.0,12.0,27.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,301597.64,15,20106.50933333333,134392.4,376.42,13.54619523275293,11.06130290406475,10.360651289539378,12.510497595484939,0.0,12.616852405821952,3,0
CUST101431,40.0,Female,Married,Diploma,Homemaker,Assam,Not Employed,130055.99,18.0,Business Owners,Low,Salary,23566.43,6659.16,4024.54,0.0,0.0,613.0,0.04,1.0,61.0,65.0,10.0,30.0,True,True,True,True,False,False,True,False,False,False,False,False,False,False,329449.56,38,8669.725263157894,23800.59,78.69,11.775728017990643,9.29090601981575,8.803898787269887,10.067620953073893,0.0,12.705181576143223,5,0
CUST104280,45.0,Female,Widowed,Post Graduate,Business Owner,Jharkhand,Self Employed,13922955.566400003,19.0,High Net Worth Individuals,High,Current,489852.77,659491.8534999995,-81964.59,436910.17,28925520.74,641.0,0.35,4.0,61.0,81.0,10.0,27.0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,2292816.69,27,84919.13666666667,540641.8,11903.51,16.44904958732899,13.963015404452602,13.399226414841218,13.101862196976713,17.180234868565,14.645292051483363,5,1
CUST102137,41.0,Female,Divorced,Graduate,Homemaker,Uttar Pradesh,Not Employed,51715.91,15.0,Business Owners,Low,Savings,9086.42,1760.48,2653.3,0.0,0.0,611.0,0.0,1.0,78.0,61.0,,29.0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,66444.38,16,4152.77375,21904.25,88.6,10.853540086321422,8.368846303624828,7.473909643757143,9.114646318501787,0.0,11.104135535764982,4,0
CUST104705,36.0,Male,Widowed,Diploma,Business Owner,Tamil Nadu,Self Employed,8608161.07,4.0,,High,,613088.09,446342.6,-1036630.35,1302374.41,38220345.79,576.0,1.5,1.0,62.0,66.0,11.0,40.0,False,False,False,False,True,False,False,True,False,True,True,False,True,False,2189982.97,17,128822.52764705884,883880.15,3020.93,15.968221389041034,13.483316022917633,13.008844337981131,13.326265538779205,17.458878570256953,14.599404782131192,5,1
CUST102167,71.0,Male,Divorced,Graduate,,Uttarakhand,Retired,1108578.35,11.0,Retired Customers,Low,Salary,28682.84,43408.15,-138300.18,188129.55,3953056.9,440.0,1.5,1.0,23.0,27.0,21.0,16.0,True,True,True,False,False,False,False,True,False,True,False,False,False,False,2210383.28,27,81866.0474074074,96248.02,1048.88,13.918589888697115,11.43369317048986,10.678425527360169,10.264089176964317,15.189999989275021,14.608676940731092,5,1
CUST101733,60.0,Male,Single,Post Graduate,Retired,Bihar,Retired,397725.04,8.0,Retired Customers,Low,Savings,51989.87,20524.56,12995.47,0.0,0.0,606.0,0.0,4.0,34.0,52.0,18.0,13.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,3597.22,5,719.444,1569.99,161.14,12.893518705542107,10.408639612031267,9.929426217748677,10.858823405225055,0.0,8.188194557721795,3,0
CUST102065,42.0,,Married,High School,Self Employed,Tamil Nadu,Self Employed,2074759.23,18.0,Business Owners,,,329018.02,60797.72,117140.33,0.0,0.0,577.0,0.0,3.0,71.0,73.0,17.0,26.0,False,True,False,False,True,False,False,True,False,True,True,False,False,False,449296.48,13,34561.267692307694,185240.95,1685.75,14.545356153163082,12.060454790719056,11.01532401510107,12.703870839626637,0.0,13.01544048631784,5,0
CUST101213,38.0,Male,Single,Graduate,Salaried - Government,West Bengal,Employed,1021830.55,5.0,Business Owners,Medium,Salary,236801.38,42900.45,44082.39,0.0,0.0,759.0,0.04,5.0,81.0,84.0,12.0,41.0,True,True,True,False,False,False,False,False,False,False,False,True,False,False,2270667.43,51,44522.89078431373,88308.97,613.29,13.837107212286083,11.352211376355077,10.666660903878716,12.374981232617156,0.0,14.635584808667062,4,0
CUST100910,18.0,Female,Single,Graduate,Student,Telangana,Not Employed,14838.8398,1.0,Students,Medium,Savings,500.0,1500.0,-986.38,0.0,0.0,615.0,,,100.0,97.0,10.0,27.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,333.71320000000003,5,50.88,54.4,50.0,9.605070721514856,7.118899039935025,7.313886831633462,6.2166061010848646,0.0,5.81327404574257,3,0
CUST100907,30.0,Female,Married,Post Graduate,Salaried - Government,Maharashtra,Employed,1452510.59,12.0,Young Professionals,Medium,Salary,50768.16,76043.54,-844.67,48681.04,2727603.98,629.0,0.36,4.0,91.0,81.0,9.0,29.0,True,True,False,False,True,False,False,False,True,False,True,False,False,False,2951238.94,41,71981.43756097561,127066.89,983.68,14.188804747022324,11.703905677179536,11.239074500238269,10.835044362600707,14.818934485407874,14.897735958650934,5,1
CUST100057,20.0,Male,Single,Diploma,Student,Gujarat,Not Employed,14838.8398,2.0,Students,Medium,Salary,500.0,,-479.07,0.0,0.0,614.0,0.0,2.0,95.0,100.0,4.0,32.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,72466.1,32,2264.565625,3138.75,50.0,9.605070721514856,7.118899039935025,,6.2166061010848646,0.0,11.190887944744068,3,0
CUST100148,28.0,Female,Married,Doctorate,Salaried - Government,Tamil Nadu,Employed,705080.31,10.0,Young Professionals,,Salary,155437.08,29079.4,31326.57,0.0,0.0,632.0,0.02,1.0,100.0,100.0,12.0,41.0,True,True,True,False,False,False,False,False,True,False,True,False,False,False,1433707.63,36,39825.21194444445,61277.92,372.42,13.466068408477362,10.981177317057604,10.27781968671104,11.954002731942095,0.0,14.175775092606631,5,0
CUST103777,18.0,Female,Single,Post Graduate,Student,Maharashtra,Not Employed,119941.4,1.0,Students,Medium,Fixed Deposit Linked,6328.68,9272.48,716.6,0.0,0.0,623.0,0.0,3.0,91.0,100.0,9.0,39.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,603.71,11,54.88272727272727,89.38,50.0,11.694766906527306,9.209952296684706,9.134913992643995,8.753004960937789,0.0,6.404749004268278,1,0
CUST101680,59.0,Female,Married,High School,Salaried - Government,Chhattisgarh,Employed,1994460.92,18.0,Business Owners,Medium,Salary,221641.76,65242.04,42124.02,60796.01,3878498.14,697.0,0.36,1.0,46.0,53.0,24.0,17.0,True,True,True,False,False,False,False,False,False,False,False,False,True,True,4432395.06,40,110809.8765,204826.15,1054.3,14.505884857640947,12.02098374316517,11.085874652828979,12.308822175529633,15.170958817177832,15.30445086713497,5,1
CUST102243,51.0,Female,Divorced,Post Graduate,Self Employed,Gujarat,Self Employed,1562245.96,5.0,Business Owners,Medium,Savings,16291.61,85176.87,,174164.99,3657488.61,480.0,1.3,3.0,62.0,56.0,13.0,29.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,409604.53,14,29257.466428571428,163758.98,1762.65,14.261635701878088,11.776736067601615,11.35249693729463,9.698466909756553,15.112287571134173,12.92294985359286,1,1
CUST104828,32.0,Female,Divorced,Post Graduate,Salaried - Government,Gujarat,Employed,1231034.58,14.0,Young Professionals,Medium,Salary,26721.02,42647.67,-68626.64,127710.6,1459095.35,529.0,1.24,3.0,79.0,68.0,10.0,34.0,True,True,True,False,True,False,False,True,False,False,True,False,True,True,2519809.3,42,59995.45952380952,107687.59,616.93,14.023366308079522,11.538468642556882,10.660751368377321,10.193243223595532,14.193327863706939,14.739694178876315,8,1
CUST104685,21.0,Female,Widowed,High School,Salaried - Private,Rajasthan,Employed,1332585.65,,Young Professionals,High,Salary,379861.64,49292.38,60086.21,0.0,0.0,635.0,0.02,1.0,92.0,89.0,10.0,34.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,6768042.2312999945,36,188933.34944444444,4256885.88,752.77,14.102632461050488,11.617734028330407,10.805545071095562,12.847564992670998,0.0,15.727722567851222,3,0
CUST101397,60.0,Male,Widowed,Graduate,Retired,Madhya Pradesh,Retired,981355.53,4.0,Retired Customers,Low,Savings,135174.64,45200.02,39443.01,0.0,0.0,575.0,0.01,3.0,48.0,25.0,17.0,15.0,False,True,False,True,False,False,False,True,True,False,True,False,False,False,12724.28,5,2544.856,7663.54,347.33,13.796691107791032,11.311795697483971,10.718874931937387,11.814330248842289,0.0,9.451345845105914,5,0
CUST100937,,Female,Single,Graduate,Salaried - Private,Gujarat,Employed,1638637.18,10.0,Young Professionals,High,Savings,148377.11,101615.8,34259.69,0.0,0.0,638.0,0.0,2.0,,86.0,8.0,42.0,False,True,True,False,False,True,True,False,False,False,True,False,False,True,39358.04,14,2811.2885714285712,4707.97,1229.8,14.309376076796774,11.824476152082728,11.528964154787706,11.907519092096683,0.0,10.58048096062484,6,0
CUST100493,63.0,Female,Divorced,Graduate,Retired,Maharashtra,Retired,591702.57,12.0,Retired Customers,Low,Savings,133152.57,26339.01,22696.6,0.0,0.0,671.0,0.0,1.0,56.0,26.0,10.0,12.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4568.81,5,913.762,1217.05,549.7,13.290761062109487,10.805873053238587,10.178844354947922,11.799258402748963,0.0,8.427226907531624,2,0
CUST100856,48.0,Female,,Graduate,Self Employed,Maharashtra,Self Employed,594703.61,14.0,Business Owners,Medium,Savings,122576.52,19453.98,25235.28,6058.07,521762.47,605.0,0.14,2.0,69.0,67.0,7.0,34.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,6768042.2312999945,10,1090087.812,10760981.12,437.36,13.295820107472274,10.810931870017066,9.875858357404761,11.71649892514963,13.164969641568343,15.727722567851222,2,1
CUST102063,54.0,Female,Divorced,Post Graduate,Salaried - Private,Maharashtra,Employed,,,Business Owners,Medium,Salary,19691.57,62486.4,-83086.91,103456.93,,489.0,1.25,,51.0,57.0,11.0,25.0,True,True,True,False,True,False,False,False,False,False,True,False,False,False,2256223.4,40,56405.585,88209.48,944.29,,11.251658747977094,11.04272021540048,9.887996686223948,,14.629203354738571,5,0
CUST104834,50.0,Male,Divorced,Diploma,Homemaker,Maharashtra,Not Employed,145783.57,10.0,Business Owners,Low,Savings,22747.63,6171.99,3239.42,2634.91,,538.0,0.18,1.0,59.0,33.0,9.0,22.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,78053.91,15,5203.594,31203.29,195.26,11.889885263052337,9.405053995630105,8.727938602434703,10.032260202785594,,11.265167832356985,2,0
CUST100461,31.0,Female,Widowed,Doctorate,Salaried - Government,West Bengal,Employed,815468.2,3.0,Young Professionals,Medium,Salary,27917.54,49566.59,-185220.81,200783.29,2280640.52,,1.5,2.0,100.0,87.0,10.0,35.0,True,False,True,False,False,False,False,False,True,False,False,False,True,True,1636515.57,30,54550.519,71286.68,584.86,13.611518932089623,11.12662572232652,10.811092471716925,10.23704626324541,14.639967329775006,14.308080498139452,5,1
CUST103241,31.0,Male,Single,Graduate,Salaried - Private,Punjab,Employed,,13.0,Young Professionals,High,Fixed Deposit Linked,66801.07,,-22753.91,48581.38,3309821.74,571.0,0.56,3.0,84.0,88.0,,29.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,38623.25,19,2032.8026315789475,3407.23,662.87,,12.220300892247181,,11.109489347068571,15.01240519304915,10.561635596535798,3,1
CUST101299,41.0,Female,Widowed,,Business Owner,Kerala,Self Employed,7156978.42,19.0,High Net Worth Individuals,High,Savings,275218.77,333083.93,-188725.83,454308.01,,595.0,0.78,5.0,93.0,80.0,10.0,39.0,False,True,False,False,False,True,False,True,False,True,True,False,False,True,2389800.48,20,119490.024,971677.55,7646.49,15.783598581210104,13.298693471176637,12.716152781489168,12.525325221123843,,14.686720857696285,6,0
CUST101709,54.0,Male,Married,Diploma,Business Owner,Maharashtra,,6757471.95,15.0,High Net Worth Individuals,High,Savings,2180877.75,199238.96,348989.87,0.0,0.0,734.0,0.03,1.0,55.0,22.0,13.0,19.0,False,True,True,False,True,False,False,True,False,True,True,False,False,True,3838848.84,14,274203.4885714286,1696609.28,10898.49,15.726159554165054,13.241254527763662,12.2022652064243,14.595238449874048,0.0,15.160683358865253,7,0
CUST102651,34.0,Male,Divorced,High School,Self Employed,Kerala,Self Employed,2696020.78,5.0,Business Owners,High,Fixed Deposit Linked,41782.13,134891.79,-498668.48,587641.63,6614894.69,472.0,1.5,2.0,84.0,46.0,9.0,21.0,False,True,False,True,False,False,True,True,False,True,False,False,True,True,944591.95,14,67470.85357142857,392805.83,1107.68,14.807287829616717,12.322385267324433,11.81223559376973,10.640247948532336,15.704834586699382,13.758509372939699,7,1
CUST104652,33.0,Female,Single,Post Graduate,Salaried - Private,Odisha,Employed,1678439.38,2.0,Young Professionals,Medium,Savings,22233.51,76591.12,-122315.65,176907.05,5577233.39,586.0,1.25,3.0,70.0,53.0,10.0,13.0,True,True,True,True,True,False,False,True,True,True,True,True,False,False,45370.5,17,2668.8529411764707,4808.3,1458.94,14.33337557496203,11.848475490771447,11.246249478374326,10.009400865373435,15.534203582460568,10.72263943360587,10,1
CUST104205,,Male,Widowed,Graduate,Salaried - Private,Tamil Nadu,Employed,1098684.13,4.0,Young Professionals,Medium,Salary,,53065.71,-240140.17,277771.35,3119409.11,442.0,1.5,2.0,71.0,69.0,10.0,25.0,True,True,True,False,True,False,False,False,True,False,False,False,False,False,2248710.73,37,60775.96567567568,96042.93,642.52,13.90962468642063,11.424728039448482,10.87930508030689,,14.953154474602496,14.625868045758542,5,1
CUST100857,33.0,Female,Married,Post Graduate,Self Employed,Karnataka,Self Employed,1067254.59,14.0,Business Owners,High,Current,87590.53,55568.52,-56455.8,88613.11,2821943.12,394.0,0.94,2.0,91.0,64.0,13.0,34.0,False,True,False,True,False,True,True,True,False,False,True,False,False,False,261223.61,20,13061.1805,75605.86,1073.43,13.880601042367092,11.395704671226234,10.925390128482478,11.380439582752036,14.852936609639665,12.473135890935364,6,1
CUST102694,39.0,Female,Single,,Salaried - Government,,Employed,880862.06,16.0,Business Owners,Medium,Salary,22732.53,37410.94,-11705.15,47055.5,3009781.14,612.0,0.64,2.0,70.0,67.0,12.0,29.0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,4564528.36,34,134250.83411764706,2720812.27,1371.56,13.688657455833328,11.203763271015271,10.529745183789657,10.031596206152416,14.91737825536805,15.333825969215463,4,1
CUST101075,34.0,Female,Divorced,,Self Employed,Maharashtra,Self Employed,953659.03,8.0,Business Owners,High,Savings,86036.39,32141.45,20791.69,27708.23,2654417.04,611.0,0.33,3.0,81.0,83.0,11.0,39.0,False,True,True,False,False,False,False,False,False,True,False,True,False,False,330664.99,18,18370.277222222223,151664.56,543.69,13.768062524234715,11.283167461317964,10.377932865384354,11.362537248193526,14.791735994658032,12.708864051225838,4,1
CUST101253,42.0,Male,Married,Graduate,Business Owner,Rajasthan,Self Employed,13853395.46,6.0,High Net Worth Individuals,High,Current,399439.18,659491.8534999995,-881791.99,1332281.37,49822366.663499914,485.0,1.16,2.0,72.0,62.0,12.0,27.0,False,True,True,False,True,False,False,False,False,False,True,False,False,True,2396876.83,15,159791.78866666666,737369.24,7821.32,16.44404099230218,13.959135135099281,13.399226414841218,12.897819295805272,17.72397459102675,14.689677544241103,5,1
CUST100130,21.0,Male,Married,Post Graduate,Salaried - Government,Odisha,Employed,595684.97,3.0,Young Professionals,Medium,Savings,86277.45,33742.38,16760.45,,0.0,634.0,0.0,3.0,100.0,100.0,10.0,40.0,False,True,True,False,False,False,False,True,True,False,True,False,False,False,10885.19,9,1209.4655555555555,2734.16,454.16,13.297468911215871,10.812580643427633,10.426539528912963,11.365335135575846,0.0,9.295250292451975,5,0
CUST103866,31.0,Female,Single,Graduate,Homemaker,Maharashtra,Not Employed,138357.8,4.0,Young Professionals,Low,Savings,36792.54,5514.48,6046.46,0.0,0.0,671.0,0.0,3.0,73.0,74.0,13.0,36.0,False,True,False,False,False,False,False,True,True,False,False,False,True,False,14990.04,20,749.502,10548.19,50.0,11.837605589986607,9.35277872955475,8.61531396325836,10.513077565269201,0.0,9.615207968276382,4,0
CUST102608,63.0,Female,Divorced,Post Graduate,Retired,Chhattisgarh,Retired,667303.97,3.0,Retired Customers,Low,Savings,109156.26,22001.94,34030.9,0.0,0.0,627.0,0.0,6.0,33.0,28.0,21.0,10.0,False,True,False,False,False,False,True,True,True,True,False,False,False,False,13937.28,5,2787.456,6133.84,459.78,13.411002446788434,10.926112206154647,9.998931359775545,11.600544873737732,0.0,9.542394290762102,5,0
CUST102960,37.0,Female,Single,Post Graduate,Salaried - Private,Karnataka,Employed,1280930.82,19.0,Business Owners,,Fixed Deposit Linked,,65004.09,-70426.95,106791.92,3374336.5,474.0,0.94,2.0,85.0,76.0,9.0,35.0,True,True,True,False,False,True,False,False,False,False,False,False,False,False,330723.37,13,25440.259230769232,130810.27,1002.92,14.063098355418706,11.578200339932765,11.082220853504195,,15.031709566723832,12.709040588422878,4,1
CUST101107,19.0,Male,Single,Diploma,Student,,Not Employed,44643.73,1.0,Students,Medium,Savings,11080.47,2068.39,1604.75,0.0,0.0,596.0,0.0,2.0,89.0,93.0,11.0,22.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,514.35,8,64.29375,101.16,50.0,10.706491550223319,8.221831035814379,7.635009156840628,9.313029622981336,0.0,6.244846281482801,2,0
CUST103065,47.0,Female,Divorced,Graduate,Business Owner,Maharashtra,Self Employed,5069384.27,8.0,High Net Worth Individuals,High,Savings,1122783.11,249681.57,186780.41,0.0,0.0,300.0,0.0,2.0,66.0,45.0,12.0,16.0,False,True,True,False,False,False,False,False,False,True,True,True,True,True,3255299.07,21,155014.24142857143,1604424.66,8712.14,15.43873011969546,12.95382564176607,12.42794567006695,13.931321971250021,0.0,14.995795016779804,7,0
CUST103109,21.0,,Widowed,Post Graduate,Salaried - Private,Gujarat,Employed,611207.33,3.0,Young Professionals,Medium,Savings,9636.55,31548.99,-24709.22,43194.07,2018515.38,520.0,0.87,3.0,96.0,70.0,7.0,23.0,False,True,False,True,False,False,False,False,True,False,True,False,False,False,32096.28,16,2006.0175,12038.87,365.07,13.323193145668276,,10.359328551012098,9.173422205925572,14.517873334179042,10.376526570325385,4,1
