customer_id,age,gender,marital_status,education,occupation,state,employment_status,annual_income,monthly_income,customer_since,customer_segment,risk_profile,account_type,average_balance,monthly_expenses,monthly_savings,emi,loan_amount,credit_score,debt_to_income_ratio,number_of_accounts,digital_banking_usage,mobile_app_usage,atm_transactions,online_transactions,salary_account,savings_account,credit_card,personal_loan,home_loan,car_loan,gold_loan,fixed_deposit,recurring_deposit,mutual_fund,insurance,demat_account,forex_card,travel_card,total_amount,total_transactions,avg_amount,max_amount,min_amount
CUST100754,32.0,Male,Widowed,Doctorate,Salaried - Private,Madhya Pradesh,Employed,1733099.11,144424.93,5.0,Young Professionals,Medium,Salary,67351.24,77390.13,-16530.47,81223.2,6557328.43,632.0,0.57,1.0,,100.0,9.0,49.0,True,True,True,False,False,False,True,False,True,True,False,True,False,False,3531306.48,39,90546.32,151221.09,952.97
CUST100376,,Male,Divorced,High School,Retired,Gujarat,Retired,341808.28,28484.02,12.0,Retired Customers,Low,Current,79477.15,13704.23,7388.89,7612.39,235621.56,504.0,0.27,3.0,57.0,71.0,10.0,22.0,False,True,False,False,False,False,True,False,False,False,True,False,False,True,1521.43,4,380.3575,668.48,166.64
CUST104198,37.0,Male,Divorced,Post Graduate,Salaried - Private,Maharashtra,Employed,1487456.28,123954.69,10.0,Business Owners,Medium,Salary,47505.1,78786.65,-46977.63,,2041911.21,551.0,0.74,1.0,78.0,66.0,15.0,27.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,3476709.49,43,80853.70906976744,187340.42,1307.63
CUST103327,18.0,Female,Single,High School,Student,Uttarakhand,Not Employed,113693.92,9474.49,1.0,Students,Medium,Current,17844.11,7729.93,1913.67,0.0,0.0,580.0,0.0,2.0,96.0,83.0,12.0,31.0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,930.36,12,77.53,164.41,50.0
CUST101500,24.0,Female,Single,High School,Salaried - Government,Maharashtra,Employed,1085778.55,90481.55,6.0,Young Professionals,Medium,Salary,89998.07,46404.81,19475.03,27497.18,2212664.08,641.0,0.32,3.0,85.0,93.0,7.0,30.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2205747.47,34,64874.925588235295,94715.14,861.05
CUST102723,35.0,Male,Single,Diploma,Salaried - Private,Uttar Pradesh,Employed,816477.39,68039.78,13.0,Young Professionals,Medium,Salary,171179.48,40271.2,27543.23,0.0,0.0,638.0,0.03,4.0,65.0,78.0,10.0,25.0,True,True,True,False,False,False,True,False,False,False,False,False,False,False,1661897.73,37,44916.15486486487,71005.4,212.0
CUST104953,37.0,Male,Single,Graduate,Self Employed,Kerala,Self Employed,1598786.47,133232.21,16.0,Business Owners,High,Current,268742.26,87396.04,42778.3,0.0,0.0,578.0,0.0,2.0,69.0,65.0,14.0,29.0,False,True,True,False,True,False,False,True,False,False,True,False,False,False,792181.08,17,46598.88705882353,563523.73,831.22
CUST104909,37.0,Male,Married,Graduate,Salaried - Private,Telangana,Employed,,170639.28,10.0,Business Owners,High,Savings,349440.79,30343.23,56859.53,0.0,0.0,636.0,0.01,2.0,80.0,76.0,15.0,38.0,True,True,True,False,True,False,False,True,False,True,True,False,False,True,178131.8,15,11875.453333333333,48872.72,1170.22
CUST101908,32.0,Male,Divorced,High School,Salaried - Private,Odisha,Employed,846754.22,70562.85,10.0,Young Professionals,Medium,Savings,11020.08,44062.86,-248952.27,276459.57,3161568.63,,1.5,3.0,86.0,87.0,9.0,40.0,False,True,True,True,True,True,False,True,False,False,True,False,False,False,17232.22,10,1723.222,4026.97,441.86
CUST103849,45.0,Female,Married,Post Graduate,Salaried - Private,Uttar Pradesh,Employed,1332263.43,111021.95,14.0,Business Owners,Medium,Salary,27718.92,63475.37,-36515.64,81453.48,3988585.73,577.0,0.67,1.0,56.0,38.0,8.0,16.0,True,True,False,False,False,True,False,False,False,False,True,True,False,False,3042254.67,43,70750.10860465116,142074.22,1366.82
CUST103173,51.0,,Married,,,Gujarat,Employed,2596946.16,216412.18,15.0,Business Owners,Medium,Salary,69512.09,161269.56,-10028.02,,,546.0,0.34,3.0,73.0,47.0,12.0,26.0,True,True,True,True,True,True,False,False,False,True,True,False,False,False,5849676.82,43,136038.9958139535,227142.63,2095.47
CUST101345,,Female,Widowed,Graduate,Unemployed,Telangana,Not Employed,79380.25,,11.0,Young Professionals,Medium,Savings,21800.7,2560.81,4125.16,0.0,0.0,578.0,0.03,2.0,65.0,83.0,13.0,40.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,4329.47,6,721.5783333333334,2373.23,79.37
CUST100540,41.0,Male,Widowed,High School,Salaried - Private,Uttar Pradesh,Employed,2812230.5,234352.54,19.0,Business Owners,High,Salary,816445.74,91048.92,133981.95,0.0,0.0,643.0,0.0,2.0,74.0,72.0,15.0,30.0,True,True,True,False,True,False,False,False,False,True,True,False,False,True,6332537.4,35,180929.64,245519.96,3132.68
CUST102781,36.0,Female,Married,Post Graduate,Salaried - Private,Punjab,Employed,2119961.97,176663.5,14.0,Business Owners,High,Savings,215565.35,84777.71,55183.41,36622.1,1754749.96,655.0,0.21,3.0,84.0,83.0,13.0,35.0,True,True,False,False,False,False,False,False,False,True,False,True,False,True,526262.01,12,43855.1675,199945.4,1611.47
CUST101422,21.0,Male,Divorced,Graduate,Salaried - Private,Punjab,Employed,1940667.11,161722.26,,Young Professionals,High,Salary,244102.29,104505.02,60356.63,0.0,0.0,756.0,0.02,3.0,77.0,100.0,12.0,28.0,True,True,True,False,False,False,True,True,False,False,False,False,False,False,3887437.24,34,114336.3894117647,169289.28,938.81
CUST103294,50.0,Male,Married,Graduate,Salaried - Private,Uttar Pradesh,Employed,2064763.54,172063.63,2.0,Business Owners,Medium,Salary,251692.09,114147.55,59766.52,0.0,0.0,644.0,0.0,1.0,52.0,72.0,10.0,16.0,True,True,True,False,True,False,False,False,True,True,True,False,False,False,4747541.35,38,124935.29868421053,232880.06,1313.21
CUST101015,47.0,Male,Widowed,Graduate,Self Employed,West Bengal,Self Employed,1238268.86,103189.07,18.0,Business Owners,Medium,Current,85328.53,69875.24,-39651.76,73673.57,839642.82,547.0,0.7,3.0,52.0,52.0,9.0,19.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,552427.69,17,32495.746470588234,293921.13,858.03
CUST101576,63.0,Female,Divorced,Graduate,Retired,Madhya Pradesh,Retired,293307.17,24442.26,4.0,Retired Customers,Low,Savings,57806.75,8968.62,15317.82,,,598.0,0.0,2.0,52.0,13.0,11.0,12.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,1717.65,5,343.53,483.99,120.08
CUST102990,28.0,Male,Single,Post Graduate,Business Owner,Madhya Pradesh,Self Employed,9455088.7,787924.06,10.0,High Net Worth Individuals,High,Current,3783944.12,343526.58,287360.65,157570.8,15235534.14,656.0,0.14,2.0,94.0,76.0,6.0,35.0,False,True,True,False,True,True,False,True,False,True,True,True,True,True,2664661.39,26,102486.97653846153,825617.01,7984.98
CUST100345,28.0,Male,Widowed,,Salaried - Private,Tamil Nadu,Employed,1410088.5,117507.38,10.0,Young Professionals,High,Fixed Deposit Linked,214298.25,84669.55,34886.51,0.0,0.0,672.0,0.0,2.0,82.0,72.0,5.0,37.0,True,True,True,True,False,False,False,True,False,False,False,False,False,False,45538.05,16,2846.128125,7239.31,1042.44
CUST102623,30.0,Male,Married,High School,Salaried - Government,Maharashtra,Employed,1155351.41,96279.28,1.0,Young Professionals,Medium,,,61741.84,32637.57,0.0,0.0,645.0,0.01,3.0,100.0,92.0,8.0,40.0,False,True,False,False,False,False,False,True,True,False,False,False,True,False,35666.69,7,5095.2414285714285,22939.05,873.39
CUST100335,76.0,Male,Married,Diploma,Retired,Telangana,Retired,901281.95,75106.83,10.0,Retired Customers,Low,Savings,219628.61,40459.75,35773.99,0.0,0.0,649.0,0.03,3.0,31.0,36.0,20.0,12.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7914.42,4,1978.605,4108.65,988.7
CUST104163,39.0,Female,Single,Doctorate,,Uttar Pradesh,Employed,1355892.08,112991.01,4.0,Business Owners,Medium,Salary,268834.16,47609.03,64472.0,0.0,0.0,658.0,0.0,4.0,62.0,72.0,11.0,25.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,5721111.59,42,136216.94261904762,2957277.12,749.9
CUST101947,35.0,Female,Married,Graduate,Salaried - Private,Tamil Nadu,Employed,,42696.78,16.0,Young Professionals,Medium,Salary,14177943.21,33200.87,40526.2,13471.05,1154718.35,696.0,0.17,4.0,76.0,82.0,7.0,24.0,False,True,True,True,False,False,False,True,False,False,False,True,False,False,2042454.81,35,58355.851714285716,87657.63,265.12
CUST104358,50.0,Female,Single,Post Graduate,Homemaker,Rajasthan,Not Employed,36255.48,3021.29,19.0,Business Owners,Low,Current,9322.67,2187.21,875.92,0.0,0.0,,0.01,3.0,65.0,55.0,10.0,22.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,72233.91,14,5159.565,27745.32,86.09
CUST102571,38.0,Male,Married,Post Graduate,Unemployed,Gujarat,Not Employed,23408.56,1950.71,,Business Owners,Low,Savings,1941.36,1500.0,418.64,0.0,0.0,560.0,0.04,1.0,79.0,46.0,7.0,30.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,65807.49,13,5062.114615384616,20000.0,95.79
CUST101348,18.0,Female,,Post Graduate,Student,Odisha,Not Employed,65211.03,5434.25,1.0,Students,,Savings,3997.43,4627.16,909.56,0.0,0.0,664.0,0.0,2.0,,100.0,7.0,43.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,642.37,6,107.06166666666667,190.52,50.0
CUST102849,48.0,Female,Married,High School,Business Owner,Uttar Pradesh,Self Employed,4517447.37,376453.95,9.0,High Net Worth Individuals,High,NRI,686136.61,171286.15,200895.93,0.0,0.0,626.0,0.0,3.0,66.0,54.0,12.0,29.0,False,True,False,False,True,False,False,True,False,True,True,True,True,True,804479.62,17,47322.330588235294,208628.92,4012.28
CUST104143,52.0,Male,Widowed,Graduate,Salaried - Private,Telangana,Employed,468274.07,39022.84,10.0,Business Owners,Medium,Salary,82395.61,15694.85,23876.7,0.0,0.0,564.0,0.03,3.0,66.0,66.0,16.0,26.0,True,False,False,False,False,False,False,True,True,False,True,False,False,False,2318628.6,42,55205.44285714286,1241400.05,458.63
CUST102435,25.0,Male,Married,Graduate,Self Employed,Maharashtra,Self Employed,2480126.53,206677.21,2.0,Young Professionals,High,Current,132253.34,152912.38,-46997.45,,5443336.34,591.0,0.49,1.0,77.0,93.0,8.0,29.0,False,True,False,False,True,True,True,True,True,False,False,False,False,False,91970.81,21,4379.562380952381,12117.06,1404.29
CUST104563,39.0,Male,Single,Graduate,Self Employed,Punjab,Self Employed,2569636.92,,2.0,Business Owners,High,Salary,30405.82,132256.86,-679861.1,761188.09,8484546.59,505.0,1.5,1.0,,62.0,14.0,19.0,True,True,True,True,True,False,False,False,False,True,True,True,False,True,5584050.91,39,143180.79256410256,224800.75,2431.58
CUST104312,48.0,Male,Widowed,Post Graduate,Homemaker,Madhya Pradesh,Not Employed,27519.6,2293.3,,Business Owners,Low,Salary,4694.23,1500.0,750.83,0.0,0.0,571.0,0.01,3.0,59.0,61.0,13.0,19.0,True,True,True,False,False,False,False,False,False,True,False,True,False,True,136255.7,40,3406.3925,20000.0,78.88
CUST100482,70.0,Female,Divorced,High School,Retired,Punjab,Retired,736757.3,,12.0,Retired Customers,Low,Fixed Deposit Linked,278295.63,21512.28,40305.15,0.0,0.0,660.0,0.0,2.0,43.0,16.0,22.0,12.0,False,False,False,True,False,False,False,True,False,True,False,True,False,False,3847.7,4,961.925,1229.06,634.03
CUST102688,40.0,Male,Single,Post Graduate,Salaried - Private,Assam,Employed,2191508.36,182625.7,3.0,Business Owners,High,Salary,78512.65,,-205285.04,282773.39,6208382.09,549.0,1.5,4.0,60.0,48.0,12.0,22.0,True,True,True,True,True,False,False,False,False,False,True,False,True,True,4810762.35,46,104581.7902173913,191096.22,2286.88
CUST103725,49.0,Male,Widowed,Graduate,Salaried - Private,Uttar Pradesh,Employed,1970438.77,,13.0,Business Owners,,,361537.6,66920.37,95658.35,0.0,0.0,676.0,0.0,3.0,71.0,36.0,13.0,17.0,False,True,False,False,False,False,False,True,False,False,True,True,False,False,492036.65,10,49203.665,180341.89,1776.84
CUST102704,36.0,Female,Widowed,,Salaried - Private,Punjab,Employed,2030065.71,169172.14,4.0,,High,,360762.83,,93773.19,0.0,0.0,707.0,0.0,1.0,72.0,85.0,12.0,34.0,False,True,False,False,False,False,False,True,False,True,False,True,False,False,42765.25,12,3563.7708333333335,6071.71,1279.51
CUST102362,40.0,Female,Widowed,High School,Self Employed,Gujarat,Self Employed,866996.28,72249.69,13.0,Business Owners,High,Current,185589.36,37290.17,36153.62,0.0,0.0,587.0,0.0,4.0,79.0,45.0,9.0,27.0,False,True,False,False,False,True,True,False,False,False,True,False,False,True,362866.48,19,19098.235789473685,264683.95,400.68
CUST103342,36.0,Female,Widowed,Diploma,Unemployed,Madhya Pradesh,Not Employed,76630.75,6385.9,15.0,Business Owners,Low,Savings,14302.0,4348.2,2123.23,0.0,0.0,,0.01,1.0,73.0,68.0,13.0,27.0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,71915.15,17,4230.302941176471,20000.0,76.48
CUST104695,38.0,Female,Married,High School,Self Employed,Uttarakhand,Self Employed,2296214.74,191351.23,2.0,Business Owners,High,Current,197522.93,133222.34,3622.85,57830.63,4607466.95,642.0,0.31,2.0,71.0,53.0,11.0,22.0,False,True,False,True,True,False,True,False,False,False,True,False,False,False,720850.35,18,40047.24166666667,341768.09,1418.2
CUST104322,36.0,Male,Widowed,Post Graduate,,,Employed,2025794.93,168816.24,5.0,Business Owners,High,Salary,126277.1,105102.97,15692.98,50041.41,3367278.15,622.0,0.31,2.0,72.0,,11.0,34.0,True,True,True,False,True,False,False,False,True,False,True,False,False,False,4663829.83,44,105996.1325,221048.05,1183.01
CUST103245,20.0,Female,Single,Post Graduate,Student,Punjab,Not Employed,35513.1,2959.42,2.0,Students,Medium,Savings,,1891.01,1157.62,0.0,0.0,587.0,0.0,2.0,100.0,100.0,9.0,44.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,292.99,5,58.598,92.99,50.0
CUST102463,47.0,Male,Divorced,Graduate,Business Owner,Maharashtra,Self Employed,9202288.9,766857.41,12.0,High Net Worth Individuals,High,Fixed Deposit Linked,3374473.82,419081.99,358823.83,0.0,0.0,731.0,0.02,4.0,59.0,66.0,11.0,31.0,False,True,False,False,True,True,False,True,False,True,True,True,False,False,4549381.99,20,227469.0995,1791367.6,9083.75
CUST104760,39.0,Female,Widowed,Post Graduate,Self Employed,Gujarat,Self Employed,1983876.78,165323.07,12.0,Business Owners,High,,353386.59,70726.36,94911.7,0.0,0.0,730.0,0.0,1.0,72.0,64.0,9.0,26.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,739378.52,16,46211.1575,254028.6,1455.54
CUST101974,63.0,Female,Married,Post Graduate,Retired,Uttarakhand,Retired,626005.59,52167.13,6.0,Retired Customers,Low,Savings,71212.41,28973.42,7797.57,17009.51,505169.05,601.0,0.35,5.0,48.0,31.0,10.0,15.0,False,True,False,False,False,True,True,True,False,False,False,False,False,False,2847.87,5,569.574,879.59,256.22
CUST103466,56.0,Male,Married,Post Graduate,Business Owner,Tamil Nadu,Self Employed,13295799.49,1107983.29,18.0,High Net Worth Individuals,High,Current,7453062.45,660443.08,417692.03,0.0,0.0,727.0,0.01,5.0,52.0,43.0,11.0,23.0,False,True,False,False,False,False,False,True,False,True,True,False,False,True,3480012.16,10,348001.216,2208996.84,17002.0
CUST101294,21.0,Female,Divorced,Graduate,Salaried - Private,Punjab,Employed,1109538.22,92461.52,3.0,Young Professionals,High,Savings,222812.96,57159.55,33601.5,0.0,0.0,657.0,0.0,3.0,84.0,100.0,10.0,36.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,35087.82,13,2699.063076923077,6826.4,637.39
CUST100601,65.0,Female,Married,Graduate,Business Owner,Maharashtra,Self Employed,13262112.97,1105176.08,15.0,High Net Worth Individuals,Medium,Current,437608.21,742264.48,-115179.24,,23566316.71,549.0,0.42,1.0,61.0,28.0,16.0,5.0,False,True,False,False,False,False,False,True,False,True,True,True,False,False,1669472.01,20,83473.6005,484559.54,14710.47
CUST100751,40.0,Female,Widowed,High School,Salaried - Private,Punjab,Employed,2752073.46,229339.45,17.0,,High,Savings,499083.84,150068.8,73332.81,0.0,0.0,696.0,0.0,2.0,69.0,59.0,13.0,30.0,False,True,True,False,True,False,False,True,False,True,True,False,False,False,55075.53,10,5507.553,15451.56,1325.81
CUST103042,46.0,Female,Married,High School,Business Owner,Uttar Pradesh,Self Employed,1226248.15,102187.35,1.0,Business Owners,Medium,Savings,26191.55,55136.08,-86481.32,133649.78,3992172.43,476.0,,3.0,62.0,88.0,,26.0,False,False,False,False,True,False,False,False,False,False,True,True,False,True,483505.91,18,26861.439444444444,162242.54,843.51
CUST101542,,Male,Single,Post Graduate,Self Employed,West Bengal,Self Employed,2228761.52,185730.13,4.0,Business Owners,High,Salary,339220.16,107770.71,69738.82,0.0,0.0,691.0,0.0,3.0,87.0,90.0,9.0,32.0,True,True,False,False,False,False,False,False,False,True,False,True,True,False,5206922.72,38,137024.28210526315,355518.02,1434.26
CUST102576,66.0,Female,Single,Post Graduate,Retired,Gujarat,,581816.9,48484.74,1.0,Retired Customers,Low,Savings,101255.19,29017.21,18344.5,0.0,0.0,622.0,0.02,4.0,24.0,11.0,9.0,7.0,False,True,False,True,False,False,False,False,True,False,True,False,True,True,5526.21,5,1105.242,2827.44,301.99
CUST102426,33.0,Male,Divorced,Doctorate,Salaried - Government,Maharashtra,Employed,1220481.6,101706.8,2.0,Young Professionals,Medium,Salary,339376.27,47857.05,53042.06,0.0,0.0,651.0,0.0,1.0,69.0,51.0,13.0,29.0,True,True,True,False,False,False,False,True,True,False,False,False,False,True,2474100.24,32,77315.6325,106669.05,1159.13
CUST104649,42.0,Male,Single,Post Graduate,Business Owner,Punjab,Self Employed,10001310.3,833442.53,1.0,High Net Worth Individuals,High,Current,792306.24,520681.18,-563852.57,873985.17,37958155.44,,1.02,1.0,60.0,51.0,8.0,15.0,False,True,True,False,False,False,True,True,False,True,True,False,False,True,1629787.16,18,90543.7311111111,443178.94,11890.94
CUST102757,40.0,Female,Divorced,Graduate,Salaried - Private,Punjab,Employed,1365456.71,113788.06,12.0,Business Owners,Medium,Salary,203132.62,55699.63,55102.07,0.0,0.0,626.0,0.01,2.0,61.0,66.0,,23.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,3210141.08,36,89170.58555555556,284771.18,1409.79
CUST100324,48.0,Female,Single,High School,Salaried - Private,Kerala,,925695.39,77141.28,6.0,Business Owners,Medium,Salary,129585.43,,24120.14,0.0,0.0,705.0,0.01,3.0,63.0,58.0,14.0,24.0,True,False,True,True,False,True,False,False,False,False,True,False,False,True,2258988.78,41,55097.28731707317,167385.36,571.19
CUST103166,58.0,Male,Widowed,Graduate,Retired,Maharashtra,Retired,842384.95,70198.75,4.0,Retired Customers,Medium,Savings,200005.92,30720.08,43016.64,0.0,0.0,666.0,0.0,4.0,43.0,57.0,18.0,28.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,4687.53,2,2343.765,2874.19,1813.34
CUST103335,37.0,Female,Divorced,,Salaried - Private,Maharashtra,Employed,1288261.62,107355.14,1.0,Business Owners,Medium,Salary,191984.67,69092.46,39237.98,0.0,0.0,645.0,0.04,2.0,84.0,87.0,10.0,40.0,True,True,True,False,True,False,False,False,True,True,False,False,False,True,2110516.4,26,81173.7076923077,414573.62,875.35
CUST103017,36.0,Female,Married,High School,Salaried - Private,Madhya Pradesh,Employed,1075897.97,89658.16,16.0,Business Owners,Medium,Salary,55802.85,65737.3,4750.25,,1427065.87,533.0,0.2,2.0,86.0,71.0,,39.0,True,True,True,False,True,False,False,False,False,False,True,False,False,False,2618631.95,42,62348.37976190476,241336.19,702.67
CUST102079,36.0,Female,Single,Graduate,Unemployed,Maharashtra,Not Employed,68018.33,5668.19,2.0,Business Owners,Low,Savings,19210.92,2297.14,3155.22,0.0,0.0,504.0,0.0,2.0,76.0,71.0,11.0,33.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,65429.73,11,5948.157272727272,22887.45,55.46
CUST102381,33.0,Female,Married,High School,,Maharashtra,Employed,960324.4,80027.03,13.0,Young Professionals,Medium,Savings,92319.72,48999.6,30052.72,0.0,0.0,642.0,0.0,1.0,76.0,86.0,15.0,29.0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,9879.31,8,1234.91375,1801.03,351.59
CUST101311,30.0,Female,Widowed,Graduate,Salaried - Private,Assam,Employed,1014610.26,84550.85,,Young Professionals,Medium,Salary,110603.9,62283.82,21468.61,0.0,0.0,578.0,0.0,2.0,,57.0,,20.0,True,True,True,False,False,False,False,True,False,True,False,False,False,True,2049012.68,40,51225.317,88276.89,251.6
CUST104957,62.0,Female,Widowed,Graduate,Retired,Kerala,Retired,1000004.41,83333.7,1.0,Retired Customers,Low,Salary,181742.3,48309.6,,0.0,0.0,628.0,0.0,2.0,49.0,53.0,11.0,18.0,True,True,True,True,False,False,False,False,False,False,False,False,False,True,1028559.24,18,57142.18,87224.04,535.43
CUST103399,64.0,Female,Divorced,Graduate,Business Owner,Odisha,Self Employed,7618912.42,634909.37,,High Net Worth Individuals,Medium,Current,843662.31,445948.77,-1256962.91,1460183.87,31767583.63,463.0,1.5,4.0,50.0,32.0,15.0,17.0,False,False,False,False,False,False,False,True,False,True,True,True,True,True,2356506.14,21,112214.57809523809,555871.38,11458.61
CUST100589,18.0,Male,Single,Graduate,Student,Jharkhand,Not Employed,66106.48,5508.87,1.0,Students,Medium,Salary,4653.68,5033.31,446.46,0.0,0.0,528.0,0.01,3.0,88.0,97.0,8.0,36.0,True,True,True,False,False,False,False,False,True,False,False,False,False,False,65925.05,15,4395.003333333333,5754.69,50.0
CUST101529,58.0,Female,Widowed,Post Graduate,Retired,Rajasthan,Retired,468841.12,39070.09,5.0,Retired Customers,Low,NRI,73096.14,23712.7,16139.38,0.0,,622.0,0.0,1.0,45.0,52.0,,17.0,False,True,False,False,False,False,True,True,False,False,True,False,True,False,1119.24,3,373.08,472.77,243.2
CUST100513,33.0,Male,Divorced,Graduate,Salaried - Government,Tamil Nadu,Employed,1747300.04,145608.34,7.0,Young Professionals,Medium,Savings,385294.3,86127.17,59994.74,0.0,0.0,673.0,0.0,2.0,72.0,67.0,9.0,31.0,True,True,True,False,False,False,False,True,False,True,False,True,False,False,39684.19,12,3307.0158333333334,6831.97,882.25
CUST102260,27.0,Female,Married,Graduate,Salaried - Private,Rajasthan,Employed,1310946.38,109245.53,9.0,Young Professionals,High,Salary,52565.12,,-43000.58,86061.41,3704952.12,566.0,0.75,5.0,79.0,100.0,10.0,35.0,True,True,False,False,False,False,True,False,True,True,False,True,False,False,2726021.14,38,71737.39842105263,114606.05,418.66
CUST101806,46.0,Male,Divorced,Post Graduate,Salaried - Private,Rajasthan,Employed,2369063.72,197421.98,3.0,Business Owners,Medium,Salary,481920.2,120115.84,76705.13,0.0,0.0,692.0,0.0,1.0,66.0,46.0,13.0,30.0,True,True,False,True,True,False,True,False,False,True,True,True,True,False,5317544.22,41,129696.20048780488,212767.19,1834.53
CUST100895,48.0,Female,Single,Graduate,Salaried - Private,Gujarat,Employed,2028536.9,169044.74,15.0,Business Owners,Medium,Salary,210580.62,64793.62,33335.81,65555.68,5652342.05,624.0,0.39,2.0,66.0,32.0,9.0,19.0,True,True,True,False,True,False,False,False,False,True,True,True,False,False,4945834.51,43,115019.40720930233,454775.64,1777.65
CUST103060,21.0,Female,Widowed,Post Graduate,Salaried - Private,Gujarat,Employed,1115490.95,92957.58,3.0,Young Professionals,High,Salary,101020.34,58462.07,19423.14,17520.61,1389085.21,685.0,0.19,3.0,85.0,91.0,6.0,40.0,False,True,False,True,False,False,True,False,True,False,True,False,False,False,2254007.12,39,57795.05435897436,96966.83,672.42
CUST102803,60.0,Female,Single,High School,Self Employed,Punjab,Self Employed,2430068.66,202505.72,11.0,Business Owners,Medium,,119753.83,120719.42,9790.49,67502.93,5860722.66,593.0,0.34,4.0,40.0,47.0,11.0,17.0,False,True,True,False,False,False,True,False,False,True,True,True,True,True,338600.12,16,21162.5075,113554.35,3005.03
CUST102166,58.0,Male,Single,Graduate,Business Owner,Karnataka,Self Employed,5975867.91,497988.99,19.0,High Net Worth Individuals,High,Fixed Deposit Linked,1432054.54,331878.77,176112.64,0.0,0.0,665.0,0.0,2.0,56.0,36.0,12.0,15.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1318899.17,14,94207.08357142856,595792.98,6628.04
CUST104549,34.0,Male,Single,Diploma,Salaried - Private,Gujarat,Employed,1856872.09,154739.34,3.0,,Medium,Fixed Deposit Linked,314945.29,77058.63,72750.37,0.0,0.0,710.0,0.02,1.0,79.0,100.0,10.0,37.0,True,True,True,False,True,False,False,True,False,False,True,False,False,True,51522.14,19,2711.6915789473683,5806.03,1095.48
CUST104680,69.0,Male,Married,High School,Retired,Gujarat,Retired,356299.02,29691.59,13.0,Retired Customers,Low,Current,142470.89,13893.88,15485.03,0.0,0.0,627.0,0.0,1.0,,20.0,21.0,15.0,False,True,True,True,False,False,False,False,False,False,True,False,True,True,5728.59,5,1145.718,2309.5,343.29
CUST101208,37.0,Male,Widowed,Graduate,Business Owner,Maharashtra,Self Employed,6702878.4,558573.2,1.0,High Net Worth Individuals,High,Fixed Deposit Linked,261366.79,323571.25,-94796.4,317483.49,19577237.52,663.0,0.54,2.0,75.0,81.0,11.0,32.0,False,True,False,False,True,False,False,True,False,True,True,True,True,True,2292361.61,16,143272.600625,901575.31,7433.56
CUST102564,71.0,Female,Widowed,Diploma,Retired,Tamil Nadu,Retired,553771.36,46147.61,12.0,Retired Customers,Low,Savings,89821.26,24475.42,21042.32,0.0,0.0,708.0,0.0,3.0,40.0,21.0,14.0,16.0,False,True,True,True,False,False,True,True,False,False,False,False,False,False,6061.91,7,865.9871428571429,3506.78,281.58
CUST102829,23.0,Male,Married,Graduate,,Uttarakhand,Not Employed,61644.76,5137.06,5.0,Students,Medium,Savings,8581.06,3435.41,1873.65,0.0,0.0,584.0,,5.0,100.0,84.0,7.0,45.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,1272.92,15,84.86133333333333,163.22,50.0
CUST103710,32.0,Male,Married,Graduate,Business Owner,Assam,Self Employed,,1071806.19,3.0,,High,Current,30782.37,33899.48,-55534.22,108649.62,4854441.5,483.0,1.31,2.0,78.0,70.0,8.0,25.0,False,True,False,False,False,True,True,True,False,False,False,True,False,False,241016.05,14,17215.432142857142,87254.67,466.15
CUST104735,38.0,,Married,High School,Salaried - Private,Assam,Employed,1555932.26,129661.02,9.0,Business Owners,,Salary,55569.86,89502.52,-16278.13,53515.95,3347049.7,541.0,0.41,1.0,66.0,74.0,8.0,26.0,True,True,False,False,True,True,False,True,False,False,True,False,False,False,3419079.63,32,106846.2384375,136090.75,2546.17
CUST100095,46.0,Female,Widowed,Graduate,Business Owner,Uttar Pradesh,Self Employed,8990422.07,749201.84,16.0,High Net Worth Individuals,High,Current,3991776.17,512837.63,257906.62,0.0,0.0,705.0,0.0,3.0,61.0,48.0,19.0,,False,True,False,False,False,False,False,True,False,True,True,False,True,True,2695930.45,27,99849.27592592593,882577.66,3904.39
CUST102040,,Female,,Post Graduate,Salaried - Private,Assam,Employed,816237.97,68019.83,10.0,Young Professionals,High,Salary,230251.09,24501.17,43170.94,0.0,,624.0,0.04,4.0,76.0,95.0,10.0,,True,True,True,False,False,False,False,False,False,False,True,False,False,True,1654476.42,30,55149.214,71374.93,573.39
