Account_ID,Customer_ID,Account_Type,Average_Balance,Monthly_Expenses,Monthly_Savings,EMI,Loan_Amount,Credit_Score,Debt_to_Income_Ratio,Number_of_Accounts,Digital_Banking_Usage,Mobile_App_Usage,ATM_Transactions,Online_Transactions
ACC202724,CUST102496,Savings,3325.58,1500,618.79,0,0,516,0,1,99,100,11,41
ACC201430,CUST100817,Savings,203960.79,65569.8,,12142.33,1371226.16,656,,,74,48,8,20
ACC200243,CUST104077,Salary,18748.86,48242.15,-50082.69,,1768202.86,558,1,2,97,68,13,33
ACC202029,CUST104959,Fixed Deposit Linked,162383.33,74803.28,35234.91,38655.51,1857075.62,594,0.27,3,82,77,12,29
ACC203053,CUST104578,Salary,16936.4,,-6586.93,33950.23,2553963.35,628,0.33,2,,82,13,37
ACC201189,CUST104397,Salary,252840.03,52690.71,55208.33,0,0,634,0.02,1,75,65,7,27
ACC201836,CUST101995,Salary,44376.55,57468.13,-155747.95,188569.34,2133986.84,480,1.5,2,58,34,9,19
ACC204159,CUST101120,Current,374851.68,41965.77,31809.15,0,,716,0.05,8,47,,15,18
ACC203959,CUST104177,Current,514178.91,531688.01,-1764052.88,1979721.73,22370370.28,533,,3,63,76,7,29
ACC200162,CUST100841,Savings,200673.92,36381.99,50199.62,0,,582,0,3,99,82,3,38
ACC203856,CUST103088,Savings,127250.51,95437.05,34708.38,0,0,620,0,3,92,91,10,36
ACC202043,CUST103924,Savings,13380.09,31951.47,-1029.88,26079.58,2263295.16,507,0.47,1,64,,12,19
ACC201420,CUST103660,Fixed Deposit Linked,129196.98,72176.99,11191.63,20047.71,590272.22,655,0.16,2,88,57,4,26
ACC202650,CUST104314,Salary,12350.9,45951.61,-17482.95,43663.24,1324964.91,612,0.61,2,74,88,12,25
ACC204074,CUST104567,Savings,1625.96,2637.38,-1190.25,3250.93,68452.37,,0.7,2,98,100,8,46
ACC204164,CUST101254,Current,486560.75,87667.28,63387.43,0,0,625,0.02,3,83,52,,34
ACC204097,CUST104021,Current,14994461.86,792542.35,802688.67,0,0,712,0,2,54,60,19,23
ACC201984,CUST102373,Current,11761.43,1900.04,813.06,0,0,623,0.03,3,100,91,11,34
ACC202145,CUST101457,Current,1475523.15,423843.4,193847.18,0,0,,0.03,3,60,74,14,23
ACC202193,CUST103980,Salary,661644.12,70174.89,122561.39,0,0,650,0.02,1,,84,8,31
ACC204134,CUST104160,Savings,405799.58,529867.94,-1183211.66,1563998.84,48537698.16,509,1.5,3,89,87,12,41
ACC202984,CUST101608,Savings,183937.61,20902.8,,0,0,569,0.01,1,65,30,11,19
ACC201533,CUST102269,Salary,136814.75,58065.6,35205.25,0,0,607,0,4,65,78,11,30
ACC204187,CUST102343,Savings,164396.77,95519.81,38754.86,0,0,709,0,2,83,88,4,39
ACC204009,CUST101394,Savings,97927.57,37388.46,,0,0,644,0,7,85,77,13,26
ACC202585,CUST102355,,413370.15,116376.94,45472.13,0,0,617,0.03,2,45,75,7,18
ACC203400,CUST104055,Savings,2629.64,2046.44,752.07,0,0,509,0,1,60,59,13,28
ACC201632,CUST102259,Fixed Deposit Linked,270866.91,50934.53,28602.06,0,0,615,0.02,5,57,72,5,28
ACC204812,CUST104282,Savings,10418.83,1703.55,2821.87,0,0,,0.02,4,99,100,5,48
ACC204836,CUST100698,Fixed Deposit Linked,572854.42,33652.07,59957.7,0,0,694,0,4,85,91,10,38
ACC202732,CUST102825,Salary,36296.99,48628.39,-138286.15,174810.81,1961951.99,514,1.5,1,60,60,10,25
ACC200002,CUST102653,Savings,22403.3,51781.65,-5401.69,36937.76,799529.88,438,,3,80,62,11,41
ACC200313,CUST104923,Salary,541375.57,60962.51,88628.36,0,0,714,,1,95,75,6,34
ACC203709,CUST104856,Savings,56124.38,87004.38,-30856.75,58960.57,2797994.48,576,0.52,2,64,75,13,26
ACC202373,CUST102715,Current,245793.62,246935.19,-2031738.49,2141744.03,24118178.07,499,1.5,,43,71,14,27
ACC204512,CUST100732,Current,24077.18,6495.51,1815.95,0,0,,,4,90,85,10,34
ACC201832,CUST104786,Salary,500,1500,-95.42,0,0,551,0,4,92,98,10,43
ACC200653,CUST102531,Savings,6369.6,1925.89,1691.28,0,0,606,0,5,85,84,14,41
ACC201122,CUST101444,Savings,23003.49,27751.47,,52990.37,4863518,520,0.75,3,65,87,17,31
ACC201925,CUST102367,Salary,586803.55,69272.12,92521.7,0,0,687,0,3,73,75,13,25
ACC201291,CUST101068,Fixed Deposit Linked,155736.93,45312.81,28961.32,,0,725,0,2,,72,10,22
ACC204214,CUST103490,Savings,115054.74,38008.22,26487.11,0,0,722,0,4,32,18,19,6
ACC203581,CUST103178,Savings,603239.2,133077.59,91030.72,0,0,656,0.02,4,66,72,6,
ACC202667,CUST100845,Savings,5236.37,1670,944.42,0,0,542,0,5,94,100,10,33
ACC200868,CUST102228,Current,79781.47,98111.15,-16543.63,158306.16,9475462.01,579,0.66,4,34,46,15,20
ACC204985,CUST104555,Current,2266295.93,255068.19,204773.07,0,0,644,0.02,3,62,58,8,12
ACC201698,CUST100121,Fixed Deposit Linked,496823.46,475407.66,-1320869.79,1703309.77,36784501.31,578,1.5,1,71,89,8,39
ACC200037,CUST104315,Savings,500,1500,-527.71,0,0,539,0.04,2,100,95,3,34
ACC202852,CUST101072,Savings,33642.48,114208,-232450.18,307925.02,6590176.84,534,1.5,3,76,59,15,27
ACC201313,CUST101157,Savings,85950.88,28169.81,16614.14,0,0,657,0,2,27,21,,10
ACC200744,CUST104892,Salary,100206.76,32236.57,26147.68,17547.86,,577,,1,93,,11,34
ACC202905,CUST101825,Savings,107853.41,45870.42,21446.13,9115.4,755432.13,571,0.16,3,100,100,7,31
ACC202573,CUST101459,Savings,169741.7,,36391.87,0,0,625,0.01,5,46,49,19,16
ACC200541,CUST102932,Salary,250633.54,44147.19,79583.49,0,0,674,0,4,86,57,11,32
ACC200533,CUST100291,Fixed Deposit Linked,58069.79,72953.21,-14621.05,51522.27,4495258.44,643,0.51,1,77,48,14,26
ACC204043,CUST103432,Savings,11550,2234.88,3605.91,0,0,633,0,1,81,69,8,35
ACC201701,CUST103728,Salary,350142.76,413745.49,,60621.75,7018088.54,692,0.09,3,51,48,8,12
ACC203030,CUST102474,,142973.89,43302.29,38156.02,0,0,632,0,4,97,75,8,31
ACC202791,CUST104034,Current,2001040.61,208555,216255.57,0,0,706,0.01,1,56,65,,28
ACC201042,CUST102473,Savings,197176.06,376155.4,-660337.6,912507.07,19020315.52,529,1.38,2,71,78,11,30
ACC203473,CUST102469,Savings,13493.37,6842.58,3964.52,0,0,601,0,2,72,100,12,35
ACC201268,CUST104672,Savings,1082.02,1500,12.67,1481.75,113045.43,583,0.45,2,100,98,4,
ACC202582,CUST104224,Salary,137418.7,36340.23,27886.49,0,0,618,0.03,3,85,92,11,31
ACC203338,CUST104778,Salary,4761.04,4434.4,881.57,0,0,548,0.02,3,88,97,,34
ACC204153,CUST101857,Savings,446439.01,247657.62,132613.32,0,0,667,0,2,,96,9,33
ACC200964,CUST103624,Savings,158829.11,52918.1,25780.9,9718.89,749902.78,601,0.09,3,61,47,11,26
ACC200147,CUST103580,Savings,42072.94,59426.72,4243.42,27934.08,2590844.98,619,0.31,1,65,75,15,26
ACC203715,CUST100390,Savings,177100.65,49013.03,37104.88,0,0,635,0.02,3,65,73,5,29
ACC202166,CUST103455,Savings,3693.42,2688.36,918.55,0,0,597,0,3,100,85,6,41
ACC201166,CUST102142,Current,470101.51,127140.3,43223.41,0,0,656,0,3,59,,6,30
ACC200362,CUST103729,Salary,118131.74,55986.74,29346.99,0,0,612,0,2,55,32,10,17
ACC201545,CUST103071,Savings,44589.4,88565.12,-7451.34,75871.79,6298074.55,570,0.49,4,3,54,,24
ACC203510,CUST100795,Savings,157315.72,45061.66,,0,0,700,0.08,5,42,32,17,12
ACC204820,CUST102327,Savings,25175.48,73734.73,-172062.08,207654.02,4418759.25,,1.5,3,69,41,13,23
ACC202281,CUST104568,Salary,22944.55,48980.41,-32069.7,67363.52,3832377.11,527,0.76,3,85,70,13,28
ACC202877,CUST104965,Salary,40750.02,23149.19,12181.99,0,0,674,0,2,81,81,9,31
ACC204603,CUST102489,,144338.28,49923.99,22827.37,31203.29,2422086.07,612,,1,91,72,9,27
ACC201222,CUST103667,Salary,142860.75,30940.75,28366.92,4726.8,502581.04,665,0.09,2,77,97,,36
ACC202081,CUST101565,Salary,100818.83,38137.61,18798.4,0,0,633,0,2,100,95,6,48
ACC204647,CUST100119,Savings,98974.73,66345.37,24204.76,0,0,635,0,2,100,76,6,33
ACC204867,CUST104934,Savings,500,1500,-544.07,0,0,509,,3,86,81,7,
ACC202326,CUST104809,Current,43094.66,15520.91,-902.17,20152.34,608014.76,544,0.59,2,,16,12,10
ACC201539,CUST100112,Salary,,2329.22,370.59,0,0,559,0.02,2,77,93,7,39
ACC202553,CUST100078,Salary,53898.05,12218.03,10430.06,0,0,668,0.03,1,36,35,20,13
ACC204924,CUST101076,Savings,500,1500,-668.8,0,0,590,0,1,88,92,13,43
ACC202208,CUST103388,Savings,29751.71,8285.52,4576.55,,69388.88,584,0.04,2,81,93,6,43
ACC200070,CUST101907,Salary,139256.9,54015.07,22435.17,37285.47,1748665.98,697,0.39,3,86,66,8,38
ACC202936,CUST103747,Savings,11064.54,5774.23,1482.83,0,0,576,0.04,3,94,93,7,27
ACC200060,CUST102377,Savings,9362.78,38505.93,-18645.11,35001.39,1081211.62,571,0.69,1,44,35,15,16
ACC201297,CUST102057,Savings,123388.07,,30321.01,3924.83,231789.49,,0.08,1,34,34,14,18
ACC200336,CUST100805,,3744.16,1500,512.67,0,0,670,0,3,84,89,,42
ACC200578,CUST103250,,18233.48,2428.85,2718.9,0,0,516,0,4,71,67,8,19
ACC202911,CUST100050,Savings,,42763.33,22226.44,0,0,673,0.03,2,23,23,11,
ACC201365,CUST101196,Salary,19626.76,42593.64,-16005.88,48488.94,2660985.59,596,0.61,1,72,55,13,20
ACC200662,CUST103651,NRI,10208.59,2632.09,1871.96,0,0,569,0.02,3,62,78,11,22
ACC204375,CUST102814,Salary,84078.55,43295.14,12536.85,,1115308.14,605,0.38,3,91,83,4,37
ACC202090,CUST102927,Salary,47149.59,69932.18,-202878.45,283768.91,3198799.74,533,1.5,3,79,75,13,26
ACC203356,CUST100083,Current,441046.54,192663.99,-112784.24,354091.75,24387183.37,608,0.76,,90,80,8,37
ACC203351,CUST103328,Savings,250581.43,62358.64,39724.42,0,0,675,0.04,5,56,41,13,10
ACC203150,CUST101535,,68843.15,107614.29,-42545.06,111064.23,4803869.37,590,0.74,2,43,33,14,16
ACC202320,CUST101900,Current,9158,,601.38,0,0,648,0.02,2,82,86,6,31
ACC201153,CUST104528,Savings,122161.81,23489.13,32890.31,0,,641,0,5,83,84,5,31
ACC204628,CUST101470,Salary,27739.29,2751.95,4315.19,0,0,622,0,1,66,56,10,20
ACC204179,CUST102192,Salary,220103.78,92196.53,48251.63,0,0,,0.01,4,,63,12,30
ACC201283,CUST103842,Savings,353725.06,76213.99,63035.47,0,0,673,0.04,1,65,75,9,26
ACC204964,CUST103890,Current,9854.52,4014.86,678,0,0,614,0,2,100,72,3,44
ACC201657,CUST100382,Savings,2769.49,3147.16,609.5,0,0,560,0.02,2,95,82,5,37
ACC202311,CUST102986,Savings,1985.08,1500,251,0,0,537,0,3,97,64,8,36
ACC200940,CUST102602,Salary,512701.44,104851.76,79321.47,0,0,637,0,4,96,100,9,42
ACC201257,CUST102447,,194843.76,30135.48,27356.68,0,0,686,0,2,93,84,10,27
ACC202129,CUST104708,Savings,92774.25,75942.63,12637.33,40177.93,4144591.39,645,0.34,1,84,78,7,27
ACC204006,CUST100193,Fixed Deposit Linked,6768.36,5331.38,1342.27,0,0,624,0,3,83,89,10,47
ACC202276,CUST103339,Current,1404924.02,600627.94,-136778.19,741969.81,33270531.44,617,0.64,4,60,56,17,19
ACC204893,CUST101028,Savings,10269.22,1504.84,1613.91,0,0,628,0,5,56,45,20,
ACC204862,CUST102237,Savings,266319.52,84037.58,40159.24,0,0,695,0.01,1,84,69,10,23
ACC202014,CUST104500,Fixed Deposit Linked,193700.6,18135.78,,0,0,580,0,3,83,91,7,26
ACC202917,CUST104419,Savings,3603.31,1759.94,556.03,0,0,,0,1,94,75,5,23
ACC204089,CUST102360,Savings,262946.8,34219.4,60100.15,0,0,673,0.03,2,55,66,10,20
ACC203476,CUST101193,Savings,47479.81,,5938.85,19375.96,,607,0.36,3,100,94,11,33
ACC202315,CUST103674,Savings,13720.24,5125.9,2778.76,0,0,561,0.02,2,87,100,9,28
ACC204413,CUST101824,Salary,207517.98,71574.67,54659.61,0,0,737,0,4,,92,11,36
ACC200009,CUST101600,Salary,149055.39,66585.49,29851.22,0,0,668,0,3,69,74,15,25
ACC202160,CUST100669,Fixed Deposit Linked,962661.24,248369.93,215743.71,0,0,743,0.02,1,62,38,15,21
ACC201145,CUST103405,Current,226743.92,255446.37,-53846.49,,13415864.82,626,0.57,4,92,100,4,42
ACC201263,CUST101222,Salary,24227.48,4344.25,6946.19,0,0,585,0.02,2,78,63,13,32
ACC203253,CUST103412,Salary,446702.35,189036.49,77384.26,123309.24,3743162.27,618,0.35,4,60,41,11,22
ACC203203,CUST103061,Savings,6109.84,4401.81,833.88,0,0,647,0.01,3,100,97,7,37
ACC200785,CUST102957,Savings,12042.5,1551.68,1906.2,0,0,566,0,3,91,85,8,
ACC200609,CUST104968,Savings,27229.64,,-6250.21,28308.43,2068466.72,563,0.43,2,100,100,13,40
ACC203114,CUST103206,Savings,9404.32,4256.19,2161.81,0,0,617,0.03,4,97,79,5,44
ACC200342,CUST101293,Salary,78497.14,43375.14,15527.05,11889.12,371793.07,697,0.19,3,37,44,16,16
ACC203743,CUST100338,Savings,500,1500,,0,,539,0.04,4,77,76,12,32
ACC200956,CUST101499,Fixed Deposit Linked,22089.03,7009.15,2954.62,0,0,542,0.01,4,94,100,9,33
ACC204887,CUST101484,Savings,,57363.59,27662.16,0,0,634,0,1,71,81,11,35
ACC203885,CUST103280,Salary,8501.48,2239.28,2418.27,0,0,,0,3,74,74,3,31
ACC204488,CUST101827,Salary,55518.58,92091.07,-7859.72,44262.74,2701223.02,582,0.27,3,99,94,11,37
ACC201583,CUST104408,Fixed Deposit Linked,169206.91,497551.29,-427378.44,624496.41,13170867.64,533,0.88,2,72,53,10,35
ACC202358,CUST102610,Savings,21499.43,52797.75,-92614.42,122109.22,3815256.22,523,1.49,3,99,78,10,39
ACC204046,CUST100966,Savings,5978.8,3712,706.03,0,0,667,0,,100,89,9,29
ACC200855,CUST100218,Current,3930256.63,437968.45,429409.71,0,0,712,0.01,3,46,36,14,9
ACC200445,CUST101654,Savings,1387176.48,767195.06,227926.18,517967.26,40332936.13,616,0.36,3,34,22,13,14
ACC204029,CUST100989,Savings,19602.91,3551.7,5514.22,0,0,573,0.05,4,86,73,5,25
ACC202470,CUST104043,,158113.86,53957.28,23649.91,0,0,720,0.03,3,83,89,11,34
ACC200405,CUST102121,Fixed Deposit Linked,806417.25,71129.29,89768.9,0,0,659,0,4,100,87,,29
ACC200284,CUST101634,Current,,477210.65,-206843.06,901552.76,58303489.12,615,0.84,3,43,45,14,14
ACC200345,CUST103654,Salary,734613.08,110645.91,145753.53,0,0,640,0,3,57,70,16,30
ACC201061,CUST101215,Fixed Deposit Linked,3111.48,1500,452.51,0,0,505,0.02,5,86,69,14,36
ACC201971,CUST104430,Savings,534324.36,44815.89,85390.13,0,0,720,0.01,4,75,78,16,35
ACC203988,CUST101481,Fixed Deposit Linked,286594.49,61213.5,26794.39,0,0,638,0.01,3,90,76,6,27
ACC204020,CUST102332,Savings,85502.06,35363.46,10702.35,0,0,574,0,1,65,85,5,
ACC202562,CUST103870,Salary,204515.8,113060.8,39509.17,44317.47,2396106.25,608,0.21,2,67,67,15,30
ACC200968,CUST102011,Savings,128758.99,78289.84,17928.45,50830.31,,606,0.36,3,63,82,14,25
ACC204658,CUST103124,Current,502035.23,365582.04,-431107.96,667901.55,32172658.47,569,1.13,3,56,67,14,28
ACC201526,CUST104144,Fixed Deposit Linked,370331.79,59997.38,63931.49,0,0,677,0,1,77,100,8,38
ACC200873,CUST104346,Salary,40077.28,142541.28,-27608.09,76002.2,4654597.89,644,,1,42,60,10,37
ACC204388,CUST101574,Current,173012.21,187853.69,-599952.82,864176.23,9788148.6,567,1.5,6,82,90,9,39
ACC201229,CUST101665,Salary,60019.06,17444.75,14892.52,0,0,623,0,3,36,18,,14
ACC201706,CUST101257,Salary,307470.06,126785.6,53468.46,0,0,679,0.01,2,96,86,9,30
ACC204479,CUST104134,Salary,1258.2,1500,90.53,0,,607,0,1,100,100,5,41
ACC202012,CUST101952,Salary,40934.05,8824.87,11738.75,0,0,633,0.02,1,32,16,18,8
ACC202513,CUST103151,Salary,179493.89,94804.32,48017.33,0,0,760,0.05,2,58,53,8,22
ACC203357,CUST100868,Savings,56403.34,33104.78,13680.4,0,0,606,0,3,69,47,12,30
ACC203577,CUST104086,Salary,240591.26,79216.93,54479.83,15277.08,1312286.92,639,0.11,3,69,62,9,25
ACC204332,CUST101969,Salary,48485.85,13753,14486.18,0,0,566,0,5,42,19,13,10
ACC200448,CUST100221,Savings,180930.99,32760.46,36101.7,0,0,668,0,3,42,20,15,11
ACC202347,CUST104753,Savings,7134.29,4449.69,1102.98,0,0,534,0,1,90,73,8,35
ACC201015,CUST102274,Salary,28418.35,5380.78,8629.2,0,0,616,0,2,52,72,10,21
ACC204395,CUST104178,Salary,159211.49,59518,29952.29,43527.65,2095753.71,642,0.37,2,79,73,11,29
ACC204845,CUST101853,,1073291.53,145566.25,145890.89,0,0,586,0,2,80,53,12,39
ACC201739,CUST101502,Current,174392.62,21933.2,15049.16,0,0,652,0,1,55,14,10,16
ACC203622,CUST104393,Savings,176200.64,32950.72,42214.85,0,0,606,0,2,51,76,11,24
ACC200498,CUST101612,Salary,25915.93,59297.49,-459765.19,554249.15,,551,1.5,2,81,67,11,29
ACC204070,CUST100938,Savings,138279.77,52396.71,19226,0,0,621,0,1,100,100,11,37
ACC201143,CUST100960,Savings,103883.36,40313.96,26597.23,0,0,704,0,4,82,97,8,36
ACC204423,CUST102956,Salary,10448.04,7534.89,2213.35,0,0,597,0.08,2,91,90,6,38
ACC203342,CUST100791,,5254.14,,959.01,1660.78,131629.65,525,0.23,2,100,86,4,36
ACC204315,CUST102055,Salary,12182.88,11209.26,3422.57,0,0,658,0,2,73,55,,26
ACC203240,CUST101328,Salary,113726.97,26225.38,25482.72,0,0,612,0,2,,65,15,24
ACC204818,CUST100197,Current,766038.02,175214.88,100390.08,171663.01,11787655.42,573,0.35,4,85,89,10,32
ACC204350,CUST104300,Current,630165.72,49091.51,36434.39,0,0,712,0.02,3,92,76,4,32
ACC204283,CUST104206,Savings,52717.4,59803.46,-73195.26,129274.35,2804684.55,491,1.13,3,73,89,7,
ACC204390,CUST102081,Savings,4218.44,4270.26,1236.7,0,0,561,0,4,97,,7,33
ACC200452,CUST104415,Savings,48051.05,62965.51,-10189.95,52831.63,1158474.74,578,0.5,2,,63,16,19
ACC200028,CUST104684,Savings,190035.65,49921.01,46127.55,0,0,632,0,1,,57,15,22
ACC200190,CUST100681,Savings,148378.68,52053.3,25232.88,0,0,668,0,2,75,83,12,17
ACC200740,CUST102664,,78941.26,30371.27,21171.82,0,0,627,0,3,48,38,12,16
ACC201933,CUST104195,Savings,33695.76,72908.5,-313788.62,433343.98,9046652.38,,1.5,1,61,80,11,26
ACC201962,CUST101185,Salary,193845.21,44383.19,41018.74,0,0,676,0.03,2,97,95,6,39
ACC203151,CUST103443,Savings,212387.09,28692.92,43853.13,,0,684,0,4,87,62,,29
ACC203423,CUST100277,Savings,1567093.12,864809.24,467438.02,0,0,639,0.06,2,82,83,11,28
ACC202777,CUST104100,Savings,155227.42,74612.32,41958.16,0,0,706,0.01,4,100,86,12,47
ACC204402,CUST100404,Fixed Deposit Linked,104540.33,81716.65,-364.96,39186.67,2433473.51,585,0.35,3,57,67,11,25
ACC204914,CUST102027,,276171.03,43066.26,49603.58,0,0,675,0.05,3,49,64,13,26
ACC202108,CUST102697,NRI,,2072.45,2839.49,0,0,545,0,,100,80,9,36
ACC202686,CUST104317,Savings,199440.43,45403.98,41688.44,0,0,,0,2,95,100,9,36
ACC200486,CUST100043,Savings,192025.86,45575.61,38843.17,12863.39,1268684.72,680,0.17,1,88,66,15,28
ACC201966,CUST100578,Salary,463612.56,74858.78,99722.72,0,0,701,,4,77,74,4,28
ACC203466,CUST101054,Salary,55520.03,71798.83,-42006.65,102619.17,2187520.54,579,0.79,2,74,79,14,38
ACC203750,CUST103937,Salary,375265.44,45623.06,55943.33,15891.7,1641148.55,532,0.14,2,78,39,9,21
ACC201763,CUST102268,,10238.6,4477.09,1721.16,0,0,608,0.04,2,95,93,6,34
ACC202053,CUST102991,Salary,39213.22,62316.75,-11292.92,54065.81,3195192.78,538,,2,73,86,9,27
ACC203355,CUST104648,Salary,10396.83,53253.85,-169433.54,212200.3,2388261.5,588,1.5,3,78,92,4,39
ACC203566,CUST104713,Savings,116302.41,17791.97,21574.25,0,0,617,,,33,5,10,7
ACC203722,CUST101039,Salary,27149.54,62295.95,-340340.11,368746.75,4158121.58,473,1.5,,79,65,12,30
ACC204084,CUST104665,NRI,115556.29,19565.99,21259.63,0,0,565,0.02,4,43,30,11,12
ACC202091,CUST101787,Fixed Deposit Linked,304558.93,72678.25,41033.2,0,0,680,0.05,2,65,70,18,39
ACC203697,CUST101466,Fixed Deposit Linked,633983.83,54491.44,68383.15,0,0,694,0,4,79,72,10,40
ACC202055,CUST102743,,22567.75,6126.96,5729.33,0,0,545,0,3,100,81,9,41
ACC201495,CUST103563,Savings,62166.03,12534.65,13117.57,0,0,577,0.04,1,55,69,6,22
ACC201997,CUST101454,Current,288592.71,209321.81,-197725.4,564044.38,33751561.07,528,1.01,1,49,17,11,12
ACC200150,CUST101419,Current,2218352.41,342439.18,343903.73,0,0,,0,2,70,94,14,37
ACC202804,CUST104318,Current,35100.23,2574.98,1964.21,0,0,526,0.06,2,100,76,8,34
ACC203784,CUST104233,Salary,181186.49,56663.18,40879.45,0,0,,0,6,67,53,11,22
ACC200951,CUST104734,Savings,2341416.01,865173.53,615869.78,0,0,725,0,2,63,46,16,21
ACC201670,CUST101402,Current,450141.17,31744.74,51898.08,0,0,634,0,3,60,85,11,30
ACC201096,CUST100289,Savings,208316.58,56278.61,51987.11,0,0,690,0,3,78,100,9,16
ACC203792,CUST104803,Fixed Deposit Linked,88693.85,10274.17,11778.41,0,0,621,0,3,37,27,17,9
ACC203081,CUST104319,Salary,326037.5,71494.71,64040.35,0,0,620,0,2,86,64,14,37
ACC203452,CUST101247,Savings,267174.13,36355.25,60190.29,0,0,661,0,2,88,96,6,36
ACC201905,CUST104287,Savings,573883.11,91542.66,132340.21,0,0,611,0,2,58,60,19,30
ACC203443,CUST103758,Salary,8190.8,2526.91,1834.53,0,0,564,0.02,2,100,100,7,40
ACC204992,CUST102919,Salary,5068.55,7002.01,900.84,0,,551,0,2,80,95,10,30
ACC203192,CUST102356,Salary,90484.28,59081.6,21906.83,0,0,625,0,1,64,85,18,37
ACC202595,CUST104943,Savings,68301.61,32801.94,12484.94,48228.24,3973392.35,508,0.55,2,74,100,12,29
ACC200358,CUST101187,Current,1372135.44,202620.84,126196.92,0,0,731,0,3,81,87,8,
ACC203738,CUST101508,Salary,28923.32,23740.9,-4617.14,40147.8,1212031.89,580,0.7,1,88,92,9,43
ACC202271,CUST102341,Fixed Deposit Linked,51876.55,89008.69,-12240.94,85253.6,6831924.31,571,1.35,3,100,98,6,47
ACC204002,CUST102161,Savings,22931.38,5511.76,,0,0,,0.02,3,100,100,14,38
ACC202376,CUST100059,Savings,,359394.54,309686.5,75639.97,6096925.67,690,0.13,3,69,83,11,34
ACC204890,CUST100870,Savings,9484.08,2518.84,1634.44,0,0,618,0.01,2,67,57,16,25
ACC204486,CUST103486,,512797.28,61857.88,90650.22,0,0,719,0,1,75,55,5,22
ACC203586,CUST100884,,798842.92,558883.62,-178002.42,377160.83,28706895.44,605,0.56,2,88,75,17,28
ACC201077,CUST100843,Current,16270.15,2242.72,1407.96,0,0,646,,4,95,89,8,32
ACC201188,CUST104321,Salary,312317.43,64607.92,64225.47,0,0,687,0.01,1,73,87,10,36
ACC203369,CUST104371,Fixed Deposit Linked,76825.66,43169,-4324.74,77916.14,2411265.41,495,0.72,4,82,59,14,32
ACC203363,CUST101562,Salary,43865.52,100354.16,-15215.69,55645.61,5680223.4,599,0.42,2,73,66,17,25
ACC204833,CUST104737,Salary,195164.39,68905.69,42388.92,70988.75,4935463.37,627,0.33,1,55,42,12,21
ACC202387,CUST100187,Fixed Deposit Linked,13958.47,4809.68,1921.76,0,0,591,0.01,2,99,100,2,38
ACC204630,CUST103343,Salary,206094.25,79401.68,29312.65,0,0,716,0.01,2,,40,,14
ACC204730,CUST103067,Salary,17621.51,8458.35,3806.56,0,0,616,0,2,52,33,11,18
ACC201918,CUST103164,Savings,204484.21,50574.12,39354.34,18004.69,1566476.66,594,0.15,2,78,71,14,30
ACC202481,CUST102171,Current,1240508.74,62093,88755.52,0,0,758,0,1,63,42,12,14
ACC203528,CUST103332,,237997.29,32332.08,54065.64,,0,711,0.02,3,75,50,12,20
ACC202817,CUST102684,Savings,202602.46,32695.63,33512.13,,0,652,0.05,1,93,100,5,35
ACC201714,CUST102103,Savings,6196.02,1569.92,1842.28,0,0,621,0,2,68,73,5,25
ACC204418,CUST101944,Salary,82457.13,143232.06,-88939.56,157226.17,,513,0.77,1,66,77,6,29
ACC203634,CUST100265,Savings,72857.79,242381.44,-172062.33,262819.56,15318935.56,604,0.8,3,81,64,11,27
ACC204945,CUST101585,Salary,29428.22,49830.11,-311910.02,386977.74,4426112.23,593,1.5,2,56,60,14,17
ACC202346,CUST103050,Savings,76855.7,115814.86,-131607.21,216579.72,6860158.75,543,1.02,5,65,35,9,13
ACC203640,CUST100696,Salary,289095.37,39697.32,63245.18,0,0,659,0,2,73,100,,39
ACC200786,CUST103927,Salary,35861.67,111871.69,-251925.83,290774.8,3239912.54,542,1.5,2,78,82,12,34
ACC204755,CUST100956,Savings,254569.37,48989.83,62841.97,12390.86,1276536.92,633,0.05,5,80,79,11,31
ACC204206,CUST100375,Salary,54921.96,68805.45,-162380.02,206463.6,4442426.32,556,1.5,2,100,,3,25
ACC203689,CUST102667,Salary,554645.26,91199.87,85660.02,0,0,,0,3,87,79,7,31
ACC204092,CUST103208,Savings,140764.71,41130.02,32390.78,18636.22,838899.38,643,0.23,4,100,64,7,34
ACC204394,CUST102048,Salary,86003.43,72271.33,5189.29,48104.7,2279728.75,629,0.42,2,91,68,11,30
ACC202228,CUST103804,Salary,120818.42,53465.94,24979.81,0,,733,0,2,97,83,10,30
ACC204817,CUST101930,Salary,11786.26,3422.55,2082.46,0,0,573,0,3,96,100,13,42
ACC201524,CUST101729,Current,27193.55,34627.24,-55650.64,103896.76,1164570.46,497,1.23,3,86,80,12,36
ACC203628,CUST102624,Salary,214510.51,68428.1,44474.52,9250.66,,610,0.03,3,81,94,9,38
ACC200531,CUST101149,Savings,260713.74,31023,42870.12,0,0,711,,3,34,22,,15
ACC201844,CUST102186,Savings,,48389.31,54126.22,0,0,700,0.06,,70,66,12,24
ACC200420,CUST102594,Salary,10799.53,4386.01,1663.51,0,0,494,0,3,99,83,7,33
ACC200761,CUST101260,Current,394245.33,187150.62,-534038.82,737943.93,8271357.66,531,1.5,1,58,42,15,16
ACC202200,CUST101277,Current,449467.15,366150.31,-1883644.85,2097030.27,24004096.25,458,1.5,4,56,59,10,22
